"IDEN";"HOJA";"MUNICIPIO";"SITIO";"NOMBRE";"LAT";"LON";"PROP";"CONST";"PERF";"ENTU";"NIVEL";"FENIV";"GASTO";"COTA";"ND";"DIAM1";"REG";"DIAM2";"PBOMBEO";"EPOZO";"NORTE";"ESTE";"ACT_MASTER"
"AN5438020A";"7342";"0601";"FDO SN RAFAEL";;"085830";"641950";"LOPEZ CARLOS";;"  78.0";;"  32.00";"  0185";"  1";" 305.00";;;;;;;" 992364.38";" 353724.91";18/1/1994 0:00:00
"AN5438021C";"7342";"1301";"HTO LA MONGOLIA";;"083630";"641710";"CALDERONE ALBERT";"0662";"  11.0";;"   9.70";"  1284";"  5";" 274.00";;;;;;;" 951799.49";" 358472.59";18/1/1994 0:00:00
"AN5438022C";"7342";"1301";"ALFARERIA EL TIGRE";;"085635";"641622";"MONDELLO NICOLA";"0662";"   4.5";;"   2.30";"  1284";"  5";" 266.00";;;;;;;" 988809.30";" 360065.53";18/1/1994 0:00:00
"AN5438023C";"7342";"1301";"BARRIO MAGNOLIA";;"085645";"641650";"PALMA PEDRO";;"   7.0";;"   6.00";"  0872";;" 265.00";;;;;;;" 989119.44";" 359211.34";18/1/1994 0:00:00
"AN5438024C";"7342";"0601";"BARRIO MAGNOLIA";;"085630";"641625";"CORDERO M";;"   6.0";;"   5.50";"  0185";;" 265.00";;;;;;;" 988656.03";" 359973.36";18/1/1994 0:00:00
"AN5438025A";"7342";"0601";"GJA LOISE";;"085635";"641612";"COLGI ALFONSO";"0678";"  50.0";;"  10.70";"  1284";"  5";" 263.50";;;;"  6";;;" 988808.25";" 360370.98";18/1/1994 0:00:00
"AN5438026C";"7342";"0601";"GJA EL MOLINO";;"085615";"641230";"MARIN JUAN";"0658";"  12.0";;"  10.00";"  1284";"  5";" 245.00";;;;;;;" 988171.10";" 367149.84";18/1/1994 0:00:00
"AN5438027A";"7342";"1301";"GJA DE ORIENTE";;"085535";"641540";"GJA DE ORIENTE";;" 100.0";;;"  0872";"  5";" 267.00";;;;"  6";;;" 986961.83";" 361342.11";18/1/1994 0:00:00
"AN5438028A";"7342";"1301";"HDA LA LOMA";;"085535";"641540";"ROJAS RAMON";"0674";" 115.0";;;"  1284";"  4";" 283.00";;;;"  8";;;" 986961.83";" 361342.11";18/1/1994 0:00:00
"AN5438029A";"7342";"1301";"MOTEL OASIS";;"085425";"641945";"MOTEL OASIS";;;;;"  0185";"  2";" 310.00";;;;"  6";;;" 984837.79";" 353850.48";18/1/1994 0:00:00
"AN5438030A";"7342";"1301";"GJA LA ESPERANZA";;"085420";"641352";"ACEVEDO ANTONIO";;"  60.0";;;"  0185";"  5";" 270.00";;;;"  6";;;" 984646.89";" 364633.40";18/1/1994 0:00:00
"AN5438031A";"7342";"0701";"FCA LA FUNDACION";;"085240";"641010";"CHACIN SANTIAGO";;"  52.0";;;"  0185";;" 250.00";;;;" 10";;;" 981553.23";" 371405.18";18/1/1994 0:00:00
"AN5438032A";"7342";"0701";"EL TIGRITO";;"085230";"641015";"INOS";;" 130.0";;"  31.19";;" 22";" 239.00";;;;" 12";;;" 981246.54";" 371251.47";18/1/1994 0:00:00
"AN5438033A";"7342";"1301";"NUCLEO UNIVERSITARIO";;"085110";"641212";"NUCLEO UNIVERSITARIO";;" 134.0";;"  25.50";"  1176";" 60";" 270.00";;;;" 12";;;" 978800.61";" 367669.21";18/1/1994 0:00:00
"AN5438034A";"7342";"1301";"FDO EL PRADO";;"085058";"641158";"JOUHARI FUAD";;"  86.0";;"  25.00";"  1176";" 15";" 270.00";;;;"  8";;;" 978430.63";" 368095.75";18/1/1994 0:00:00
"AN5438035A";"7342";"1301";"SUB ESTAC TIGRE 1";;"085100";"641125";"CADAFE";;"  50.0";;"  30.00";"  1176";"  6";;;;;"  6";;;" 978488.83";" 369104.15";18/1/1994 0:00:00
"AN5438036A";"7342";"1301";"FDO VALLE MAR";;"085228";"641845";"OTILIA DE MARTIN";;"  75.0";;"  42.00";"  1176";;" 290.00";;;;"  4";;;" 981237.21";" 355670.66";18/1/1994 0:00:00
"AN5438037A";"7342";"1301";"FDO VALLE HERMOSO";;"085200";"641840";"GONZALES GONZALO";;"  75.0";;"  42.00";"  1176";"  1";" 290.00";;;;"  4";;;" 980376.56";" 355820.38";18/1/1994 0:00:00
"AN5438038A";"7342";"1301";"FDO RAJAMAR";;"085430";"641920";"TIRADO RAUL";;" 100.0";;;"  0185";" 20";" 302.00";;;;"  8";;;" 984988.64";" 354614.74";18/1/1994 0:00:00
"AN5438039A";"7342";"1301";"FCA EL CARIS";;"085358";"641840";"ASTTARDY JOSE";;" 115.0";;"  40.00";"  1176";" 60";" 305.00";"  60.00";;;" 12";;;" 984001.31";" 355833.19";18/1/1994 0:00:00
"AN5438040A";"7342";"1301";"EL TIGRE LA MALVINAS";;"085410";"641635";"INOS";;" 142.0";;;"  1184";;" 279.00";;;;" 12";;;" 984356.58";" 359653.05";18/1/1994 0:00:00
"AN5438041A";"7342";"1301";"EL TIGRE LA MALVINAS";;"085410";"641610";"INOS";"0274";" 148.0";;"  43.00";"  1184";" 40";" 276.00";"  60.00";;;" 12";;;" 984353.95";" 360416.76";18/1/1994 0:00:00
"AN5438042A";"7342";"1301";"EL TIGRE LA MALVINAS";;"085412";"641558";"INOS";"1173";" 145.0";;"  34.00";"  1184";" 30";" 275.00";"  57.00";;;" 12";;;" 984414.13";" 360783.55";18/1/1994 0:00:00
"AN5438043A";"7342";"1301";"EL TIGRE";;"085200";"641005";"INOS";;" 140.0";;;"  1176";" 37";;;;;" 12";;;" 980324.08";" 371554.06";18/1/1994 0:00:00
"AN5438044A";"7342";;"LAS MERCEDES DEL TIGRE";;"085255";"641330";"MARIO ORSIN";;" 150.0";"  96.0";"  35.00";"  0877";" 30";;"  38.00";;;" 10";;;" 982033.69";" 365296.81";18/1/1994 0:00:00
"AN5438045X";"7342";;;;"085738";"641658";"MARNR";;;;"  32.00";"  0483";;" 288.00";;;;;;;" 990748.35";" 358972.66";18/1/1994 0:00:00
"AN5438045Y";"7342";;;;"805738";"641658";"MARNR";;;;"  32.50";"  0483";;" 288.00";;;;;;;"8989318.97";" 477500.34";18/1/1994 0:00:00
"AN5438046A";"7342";"0701";"EL TIGRITO";;"085210";"641005";"INOS";;" 130.0";;;"  0285";" 31";" 250.00";;;;" 12";;;" 980631.25";" 371555.03";18/1/1994 0:00:00
"AN5438047N";"7342";"1301";"VIA CPO YOPALES";;"085235";"641810";"MARNR";"0678";" 179.0";" 167.0";"  43.60";"  0380";;" 295.00";;;"SI";"  2";;;" 981448.47";" 356740.70";18/1/1994 0:00:00
"AN5438048N";"7342";"1301";"FONAIAP";;"085152";"641315";"MARNR";"0678";" 189.0";" 159.0";"  28.70";"  0380";;" 292.00";;;"SI";"  2";;;" 980097.00";" 365748.69";18/1/1994 0:00:00
"AN5438049X";"7342";"1301";"VIA EL CARIS";;"085005";"641503";"MARNR";"0578";" 208.0";" 190.0";"  38.70";"  0380";;" 277.00";;;;"  2";;;" 976821.20";" 362438.14";18/1/1994 0:00:00
"AN5438049Y";"7342";"1301";"VIA EL CARIS";;"085005";"641503";"MARNR";"0578";" 208.0";" 190.0";"  38.70";"  0380";;" 277.00";;;;"  2";;;" 976821.20";" 362438.14";18/1/1994 0:00:00
"AN5438050N";"7342";"1301";"FONAIAP";;"085205";"641200";"MARNR";"0678";"  50.0";"  48.0";"  35.00";"  0380";;" 265.00";;;;"  2";;;" 980488.86";" 368041.28";18/1/1994 0:00:00
"AN5438051N";"7342";"1301";"FONAIAP";;"085201";"641315";"MARNR";"0678";"  85.0";"  57.3";"  34.00";"  0380";;" 278.00";;;;"  2";;;" 980373.45";" 365749.60";18/1/1994 0:00:00
"AN5438052X";"7342";"1301";"EL PALOMAR EL TIGRE";;"085510";"641202";"MARNR";;" 133.0";" 116.0";"  20.40";"  0380";;" 240.00";;;;"  2";;;" 986171.70";" 367998.59";18/1/1994 0:00:00
"AN5438052Y";"7342";"1301";"EL PALOMAR EL TIGRE";;"085510";"641202";"MARNR";;" 133.0";" 116.0";"  20.40";"  0380";;" 240.00";;;;"  2";;;" 986171.70";" 367998.59";18/1/1994 0:00:00
"AN5438053A";"7342";"1301";"EST DE SERV OASIS";;"085420";"641930";"FAJARDO C GUSTAV";;;;;;"  5";" 308.00";;;;;;;" 984682.55";" 354308.16";18/1/1994 0:00:00
"AN5438083A";"7342";"1301";"FDO LA MONTAÑITA";;"085504";"641910";"FIDELIO JOSE";;" 126.0";" 126.0";"  32.00";"  0981";"  4";" 302.00";"  36.00";;;"  8";;;" 986031.97";" 354923.95";18/1/1994 0:00:00
"AN5438055A";"7342";"1301";"FCA LA LOMITA";;"085424";"641750";"GUZMAN CALAZAN";;"  60.0";"  60.0";;;"  2";" 295.00";;;;"  4";;;" 984794.60";" 357363.43";18/1/1994 0:00:00
"AN5438056A";"7342";"1301";"FCA EL OASIS";;"085338";"641815";"ATTARDI G JOSE";;" 127.0";" 120.0";"  30.00";"  0284";"100";" 301.00";"  55.00";;;" 12";;;" 983384.25";" 356594.75";18/1/1994 0:00:00
"AN5438057A";"7342";"1301";"FCA OASIS";;"085330";"641715";"ATARDI G JOSE";;" 100.0";" 100.0";"  35.00";"  0284";" 50";" 301.00";"  55.00";;"SI";" 12";;;" 983132.09";" 358426.85";18/1/1994 0:00:00
"AN5438058A";"7342";"1301";"FDO SN REMO";;"085255";"641330";"ORSINI MARIO";"1276";" 100.0";"  96.0";"  35.00";"  0877";" 30";" 287.00";"  38.00";;;" 10";;;" 982033.69";" 365296.81";18/1/1994 0:00:00
"AN5438059A";"7342";"1301";"LAS MERCEDES";;"085450";"641130";"INOS";;" 145.0";;;"  0285";" 38";" 260.00";;;;" 12";;;" 985554.20";" 368974.08";18/1/1994 0:00:00
"AN5438060A";"7342";"1301";"LAS MERCEDES EL TIGRE";;"085430";"641225";"INOS";"0372";" 142.0";;;"  1184";" 40";" 265.00";"  41.00";;;" 20";;;" 984945.30";" 367292.02";18/1/1994 0:00:00
"AN5438061A";"7342";"1301";"LAS MERCEDES EL TIGRE";;"085440";"641235";"INOS";;" 150.0";;;"  1184";" 32";" 265.00";;;;" 14";;;" 985253.47";" 366987.56";18/1/1994 0:00:00
"AN5438062A";"7342";"1301";"LAS MERCEDES EL TIGRE";;"085445";"641240";"INOS";;" 140.0";;;"  1184";" 40";" 265.00";;;;" 12";;;" 985407.56";" 366835.33";18/1/1994 0:00:00
"AN5438063A";"7342";"1301";"LAS MERCEDES EL TIGRE";;"085450";"641120";"INOS";"0178";" 140.0";;;"  1184";" 30";" 256.00";;;;" 12";;;" 985553.21";" 369279.55";18/1/1994 0:00:00
"AN5438064A";"7342";"1301";"LAS MERCEDES EL TIGRE";;"085440";"641150";"INOS";"0872";" 142.0";;;"  1184";" 32";" 260.00";;;;" 12";;;" 985249.00";" 368362.16";18/1/1994 0:00:00
"AN5438065A";"7342";"1301";"GJA EL TIGRE";;"085630";"641645";"HERNANDEZ G VICE";"0672";"  78.0";"  78.0";"   8.70";"  1284";"  8";" 269.00";"   9.00";;;"  6";;;" 988658.14";" 359362.46";18/1/1994 0:00:00
"AN5438066A";"7342";"0601";"GJA GUANIPA";;"085715";"641700";"ILAFIF KASIM";"0871";"  70.0";"  70.0";"  12.00";"  1284";"  6";" 277.50";;;;"  8";;;" 990042.04";" 358909.10";18/1/1994 0:00:00
"AN5438067A";"7342";"1301";"FDO LA EMBAJADA";;"085530";"641655";"QUIJADA G LUIS";"0678";"  85.0";;"  34.00";"  1284";" 12";" 270.00";;;;"  8";;;" 986816.13";" 359050.61";18/1/1994 0:00:00
"AN5438068A";"7342";"1301";"GJA LAS MERCEDES";;"085555";"641500";;;" 150.0";;"  15.80";"  1284";"  6";" 253.00";;;;"  8";;;" 987572.02";" 362566.03";18/1/1994 0:00:00
"AN5438069A";"7342";"1301";"FDO CACAHUETE";;"085220";"641220";"SCHAEF LARRY";"0676";" 125.0";;;;"105";" 262.00";;;"SI";" 16";;;" 980951.59";" 367431.77";18/1/1994 0:00:00
"AN5438070A";"7342";"1301";"FDO CACAHUETE";;"085245";"641228";"SCHAEF LARRY";"0576";" 145.0";;;"  1284";"105";" 265.00";;;"SI";" 16";;;" 981720.31";" 367189.87";18/1/1994 0:00:00
"AN5438071A";"7342";"1301";"TRAMPA OFIC  NORTE";;"085620";"641405";"MENEVEN";;;;;;;" 250.00";;;;;;;" 988334.30";" 364248.60";18/1/1994 0:00:00
"AN5439001A";"7342";"0601";"FDO ALVITO";;"085445";"642400";"CERVI MARIO";"0670";" 117.0";" 105.0";"  56.00";"  0375";" 55";" 321.00";"  70.00";;"SI";" 14";;;" 985480.90";" 346062.83";18/1/1994 0:00:00
"AN5439002A";"7342";"1301";"FDO LOS CERVI";;"085414";"642134";"CECILIO CERVI";;"  61.0";"  60.0";"  27.00";"  0571";" 25";" 310.00";"  51.00";;;;;;" 984511.98";" 350519.43";18/1/1994 0:00:00
"AN5439003A";"7342";"0201";"HTO LA GONZALERA";;"085628";"642910";"GONZALEZ O VICEN";;" 105.0";"  80.0";"  32.00";"  0872";" 45";" 314.00";;;"SI";" 10";;;" 988682.07";" 336605.23";18/1/1994 0:00:00
"AN5439004A";"7342";"0201";"HTO LA GONZALERA";;"085658";"642918";"GONZALEZ O VICEN";;;;;"  0872";"  1";" 300.00";;;;"  6";;;" 989604.68";" 336364.57";18/1/1994 0:00:00
"AN5439005A";"7342";"0201";"FDO LOS CHAPARRITOS";;"085520";"642920";"CHALMER JESUS";;"  70.0";;;"  0185";"  1";" 305.00";;;;"  8";;;" 986594.31";" 336291.33";18/1/1994 0:00:00
"AN5439006A";"7342";"0201";"FDO LA MUGMURIA";;"085550";"642720";"MUNOZ LUIS";"0679";;;;"  1184";" 50";" 317.00";;;;" 14";;;" 987501.30";" 339960.84";18/1/1994 0:00:00
"AN5439008A";"7342";"0201";"FCA LA CHUCUTA";;"085600";"642630";"FARINA CARLOS";"0675";" 104.0";" 104.0";"  25.00";"  0075";" 58";" 316.00";"  60.00";;"SI";" 12";;;" 987802.50";" 341489.44";18/1/1994 0:00:00
"AN5439009A";"7342";"0201";"FDO LOS NISPEROS";;"085610";"642755";"GUACHE PEDRO";;" 105.0";;"  22.00";"  1176";" 20";" 310.00";;;;" 10";;;" 988119.94";" 338894.10";18/1/1994 0:00:00
"AN5439010A";"7342";"0201";"FCA SABANA LINDA";;"085800";"642610";"ROMERO FELIPE";;" 107.0";" 107.0";"  21.80";"  1184";" 50";" 309.00";;;"SI";" 12";;;" 991486.50";" 342114.78";18/1/1994 0:00:00
"AN5439012A";"7342";"0601";"FDO EL JOBILLO";;"085005";"642230";"CRESPO EUSEBIO";"0674";" 100.0";" 100.0";;;"  3";" 310.00";;;;"  6";;;" 976869.27";" 348780.37";18/1/1994 0:00:00
"AN5439020A";"7342";"0201";"HTO EL CARO";;"085600";"642900";"MIGUEL HERNANDEZ";"0877";;;"  27.00";"  0877";;;;;;;;;" 987820.67";" 336907.25";18/1/1994 0:00:00
"AN5439021A";"7342";"0201";"FDO EL ARCO";;"085545";"642955";;"0660";"  72.0";;"  24.00";"  0877";"  4";" 315.00";;;;"  6";;;" 987366.65";" 335225.22";18/1/1994 0:00:00
"AN5439022A";"7342";"1301";"FDO LA MARAVILLA";;"085535";"642010";"FIDELIO ANTONIO";"0570";"  96.0";"  96.0";"  35.50";"  1184";"  4";" 302.00";;;;" 12";;;" 986990.84";" 353094.54";18/1/1994 0:00:00
"AN5439023A";"7342";"1301";"PLANTACIONES RAYDAN";;"085400";"642035";"RAYDAN JUAN";"0473";" 131.0";" 131.0";"  36.00";;" 24";" 310.00";;;;" 10";;;" 984075.34";" 352320.27";18/1/1994 0:00:00
"AN5439024N";"7342";;"VIA CAICO SECO";;"085650";"642237";"MARNR";"1277";" 122.0";;"  43.30";"  0380";;" 320.00";;;"SI";"  2";;;" 989311.27";" 348612.70";18/1/1994 0:00:00
"AN5439025C";"7342";"0601";"HTO VIRGEN DEL CARME";;"085825";"642438";"GONZALES SERGIO";;"   7.0";;"   3.50";"  1184";"  1";" 290.00";;;;;;;" 992243.61";" 344927.84";18/1/1994 0:00:00
"AN5439026C";"7342";"0201";"GJA STA MARIA";;"095930";"642850";"NASTASI NICOLA";;"   4.0";"   4.0";"   1.00";"  1184";"  3";" 290.00";;;;;;;"1104867.48";" 337710.08";18/1/1994 0:00:00
"AN5439027C";"7342";"0201";"FCA VALLE VERDE";;"085927";"642855";"GUISEPPE M SHEPP";"0860";"   7.0";;;;"  5";" 290.00";;;;;;;" 994179.20";" 337085.62";18/1/1994 0:00:00
"AN5439028R";"7342";"0201";"FCA EL PERICOCO";;"085932";"642852";"BRITO RAMON";;;;;;;" 288.00";;;;;;;" 994332.43";" 337177.87";18/1/1994 0:00:00
"AN5439029A";"7342";"1301";"PLANTACIONES RAYDAN";;"085355";"642005";"RAYDAN JUAN";"0775";" 130.0";" 129.0";"  40.80";"  1184";" 50";" 308.00";"  57.40";;;" 12";;;" 983918.43";" 353236.19";18/1/1994 0:00:00
"AN5439030A";"7342";"0201";"AGRO SN BERNARDO";;"085545";"642450";"AGRO SN BERNANDO";;;;;;" 50";;;;;" 14";;;" 987329.89";" 344542.43";18/1/1994 0:00:00
"AN5439031A";"7342";"0201";"AGRO SN BERNARDO";;"085525";"642435";"AGRO SN BERNANDO";;;;"  40.60";"  1184";" 50";;;;;" 10";;;" 986713.74";" 344998.30";18/1/1994 0:00:00
"AN5439032C";"7342";"0201";"FCA LA CHUCUTA";;"085540";"642645";"FARINAS CARLOS";;"  30.0";;"  28.80";"  1184";;" 317.00";;;;;;;" 987189.90";" 341028.82";18/1/1994 0:00:00
"AN5439033A";"7342";"0201";"FDO EL ARCO";;"085535";"642912";"GONZALEZ B MARTI";"1180";" 158.0";"  65.0";"  24.50";"  1180";" 67";" 310.00";;;"SI";" 14";;;" 987054.13";" 336537.57";18/1/1994 0:00:00
"AN5439034A";"7342";"0201";"HTO LA GONZALERA";;"085620";"642645";"GONZALEZ O VICEN";"0678";" 100.0";;;;" 50";" 311.00";;;"SI";" 12";;;" 988418.70";" 341033.64";18/1/1994 0:00:00
"AN5439035A";"7342";"0201";"HTO LA GONZALERA";;"085800";"642925";"GONZALEZ O VICEN";;" 100.0";;;;" 12";" 290.00";;;;"  8";;;" 991510.22";" 336158.46";18/1/1994 0:00:00
"AN5439036C";"7342";"0201";"HTO LA GONZALERA";;"085820";"642900";"GONZALEZ O VICEN";;;;"   3.30";"  1184";"  1";" 290.00";;;;;;;" 992121.54";" 336924.58";18/1/1994 0:00:00
"AN5440001A";"7242";"0202";"FDO GUANIPITA";;"085838";"643106";"CALL EMILIO";"0972";" 124.0";;"   8.50";"  0185";"  2";" 290.00";;;;;;;" 992690.24";" 333078.17";18/1/1994 0:00:00
"AN5440029M";"7242";"0202";"MORICHALOTE";;"085910";"643445";;;;;;"  0972";;;;;;;;;" 993701.56";" 326392.94";18/1/1994 0:00:00
"AN5440030R";"7242";"0202";"RIO RABANAL";;"085750";"643630";;;;;;"  0972";;;;;;;;;" 991257.72";" 323174.91";18/1/1994 0:00:00
"AN5440002C";"7242";"0202";"GUANIPA";;"085847";"643153";"MELUZZA FRANCISCO";;"  12.0";;"  10.00";"  0185";;;;;;;;;" 992972.70";" 331643.70";18/1/1994 0:00:00
"AN5440031R";"7242";"0202";"RIO GRANDE";;"085800";"643750";;;;;;"  0972";;;;;;;;;" 991575.71";" 320732.47";18/1/1994 0:00:00
"AN5440003A";"7242";"0202";"CACHIPO";;"085820";"643800";"ACUERUR";;"  60.0";;"   1.00";"  0185";;" 270.00";;;;"  8";;;" 992191.52";" 320429.72";18/1/1994 0:00:00
"AN5440004C";"7242";"0202";"FDO EL MAMAN";;"085805";"643105";"AGUSTIN ALBORNOZ";"0972";"   2.0";;"   2.00";"  0972";;;"   2.65";;;;;;" 991676.32";" 333104.52";18/1/1994 0:00:00
"AN5440005C";"7242";"0202";"HTO EL PORVENIR";;"085750";"643430";"ALVARADO MARIA";"0972";"   8.0";;"   7.30";"  0185";;" 290.00";;;;;;;" 991241.85";" 326840.57";18/1/1994 0:00:00
"AN5440006A";"7242";"0202";"FDO LOS UNIDOS";;"085750";"643200";"ROJAS JACINTO";"0382";" 104.0";;"   8.60";"  1184";"  6";" 306.00";;;"SI";"  8";;;" 991222.48";" 331422.57";18/1/1994 0:00:00
"AN5440007C";"7242";"0202";"FDO BUENA VISTA";;"085640";"643450";"MURI ADEL";;"  14.0";;"  12.00";"  0185";"  2";" 290.00";;;;;;;" 989093.95";" 326220.40";18/1/1994 0:00:00
"AN5440008A";"7242";"0202";"FDO CAPANAPARO";;"085500";"643505";"NUNEZ JESUS";;"  90.0";"  90.0";;;"  1";" 288.00";;;;"  6";;;" 986023.73";" 325748.97";18/1/1994 0:00:00
"AN5440009C";"7242";"0202";"FDO MI DESEO";;"085920";"643005";"HERNANDEZ VICTOR";"0478";"   7.3";;"   5.80";"  1184";"  2";" 298.00";;;;;;;" 993972.85";" 334946.69";18/1/1994 0:00:00
"AN5440010C";"7242";"0202";"FCA SN JOSE";;"085740";"643030";"MILLAN DARIO";;"   6.0";;"   4.00";"  1184";"  1";" 300.00";;;;;;;" 990903.90";" 334170.47";18/1/1994 0:00:00
"AN5440011A";"7242";"0202";"FDO DONA CARMEN";;"085815";"643135";"DI DROLIA CRISTI";;"  73.0";;"  11.20";"  1184";"  3";" 307.00";;;;" 12";;;" 991987.33";" 332189.42";18/1/1994 0:00:00
"AN5440012R";"7242";"0202";"CACHIPO";;"085810";"643730";"ACUERUR";;;;;"  0185";;" 270.00";;;;;;;" 991880.23";" 321344.77";18/1/1994 0:00:00
"AN5440013A";"7242";"0202";"FDO BUENA VISTA";;"085640";"643320";"MURI ADEL";"0678";"  22.0";;"  14.00";"  1184";"  5";" 309.00";;;;;;;" 989082.24";" 328969.76";18/1/1994 0:00:00
"AN5440014A";"7242";"0202";"FDO MORICHALITO";;"085455";"643900";"CORREA ANGEL";;" 105.0";" 105.0";;;" 20";" 269.00";;;;"  8";;;" 985901.54";" 318568.69";18/1/1994 0:00:00
"AN5440015A";"7242";"0202";"FDO MORICHITO";;"085400";"643755";"URBAEZ G JOSE R";;"  25.0";"  25.0";"  13.90";"  1184";"  3";" 260.00";;;;;;;" 984202.98";" 320547.11";18/1/1994 0:00:00
"AN5441001C";"7242";"1001";"HTO CHAPARRAL";;"085520";"644010";"GLORIA";"0972";"  19.0";;"  15.00";"  0972";"  1";" 245.00";;;;;;;" 986679.22";" 316433.50";18/1/1994 0:00:00
"AN5441002C";"7242";"1001";"TALLER GUARICO";;"085100";"644303";"ZURITA RAMON";;"  19.0";;"  15.00";"  0185";"  1";" 245.00";;;;;;;" 978715.28";" 311110.98";18/1/1994 0:00:00
"AN5441003C";"7242";"1001";"VILLA CLARA";;"085023";"644223";"COLAZANTE S";;;"   7.0";"   3.10";"  0185";;" 240.00";;;;;;;" 977572.89";" 312328.11";18/1/1994 0:00:00
"AN5441004C";"7242";"1001";"VILLA CLARA";;"085025";"644145";"COLAZANTE S";;;"   7.0";"   2.20";"  0185";;" 240.00";;;;;;;" 977629.04";" 313489.63";18/1/1994 0:00:00
"AN5441005A";"7242";"1001";"PARIAGUAN";;"085110";"644145";"MARAVEN";"1283";" 128.0";" 126.0";;"  0185";"  4";" 272.00";;;"SI";" 10";;;" 979011.59";" 313495.93";18/1/1994 0:00:00
"AN5441006A";"7242";"1001";"FDO EL CANEY";;"085315";"644050";"BTV";;"  48.0";;;;;" 258.10";;;;"  4";;;" 982844.36";" 315193.98";18/1/1994 0:00:00
"AN5441007A";"7242";"1001";"FDO EL CANEY";;"085300";"644045";"BTV";;"  80.0";;"   7.00";"  1184";;" 259.00";;;;" 12";;;" 982382.82";" 315344.67";18/1/1994 0:00:00
"AN5441008A";"7242";"1001";"FDO MORICHALITO";;"085400";"644005";"CORREA ANGEL";;" 100.0";;"  17.50";"  0775";" 25";" 245.00";;;;"  8";;;" 984220.68";" 316575.17";18/1/1994 0:00:00
"AN5441009A";"7242";"1001";"LAS PIEDRITAS";;"085335";"644140";"COMUNIDAD";"0582";"  80.0";;"  41.10";"  0782";;" 250.00";;;;"  6";;;" 983465.78";" 313669.04";18/1/1994 0:00:00
"AN5534001C";"7443";"0601";"UVAQUERA";;"090405";"633105";"PRADO RAFAEL";"0564";;"   8.0";"   4.50";"  1284";;" 135.00";;;;;;;"1002428.04";" 443066.13";18/1/1994 0:00:00
"AN5534005M";"7443";"0601";"CABECERA MORICHALOTE";;"090220";"633105";;;;;;"  0972";;;;;;;;;" 999203.28";" 443061.54";18/1/1994 0:00:00
"AN5534006R";"7443";"0601";"RIO ORITUPANO";;"090405";"633040";;;;;;"  0972";;;;;;;;;"1002426.96";" 443829.34";18/1/1994 0:00:00
"AN5534002C";"7443";"0601";"LA UVAQUERA";;"090406";"633045";"GUILLEN MIGUEL";"0265";;"   7.0";"   4.50";"  1284";;" 130.00";;;;;;;"1002457.89";" 443676.74";18/1/1994 0:00:00
"AN5534003C";"7443";"0601";"LA UVAQUERA";;"090405";"633050";"GUILLEN ELIO";;;"   6.0";"   1.00";"  1072";;" 135.00";;;;;;;"1002427.39";" 443524.05";18/1/1994 0:00:00
"AN5535001A";"7443";"0601";"LAS COLMENAS";;"090040";"634105";"IAN";;"  73.0";;"  22.20";"  0972";"  2";;"  31.30";;;;;;" 996162.21";" 424737.05";18/1/1994 0:00:00
"AN5535004R";"7443";"0601";"RIO CHIVE";;"090030";"634030";;;;;;"  0972";;;;;;;;;" 995853.09";" 425805.17";18/1/1994 0:00:00
"AN5535002C";"7443";"0601";"LAS COLMENAS";;"090030";"634050";"LLOVERA MARIA";;"  36.0";;"   2.90";;;" 160.00";;;;;;;" 995854.23";" 425194.48";18/1/1994 0:00:00
"AN5535003C";"7443";"0601";"LAS COLMENAS";;"090010";"634050";"JULIAN RIOS";;;"   3.0";"   2.00";"  0972";;" 160.00";;;;;;;" 995239.97";" 425193.34";18/1/1994 0:00:00
"AN5536001C";"7443";"0601";"HTO EL ZUMO";;"090720";"635216";"SOLORZANO P";;;"   5.0";"   2.30";"  1284";;" 200.00";;;;;;;"1008491.47";" 404277.73";18/1/1994 0:00:00
"AN5536003Q";"7443";"0601";"QDA PAVON";;"090150";"635010";;;;;;"  0972";;;;;;;;;" 998346.77";" 408100.65";18/1/1994 0:00:00
"AN5536004R";"7443";"0601";"RIO GUEPE";;"090510";"635120";;;;;;"  0972";;;;;;;;;"1004494.54";" 405977.75";18/1/1994 0:00:00
"AN5536002A";"7443";;"SN ANTONIO DE NIDA";;"090340";"635605";"MENEVEN";;" 122.0";;;"  0185";" 30";" 192.00";;;;;;;"1001751.68";" 397269.82";18/1/1994 0:00:00
"AN5538001A";"7343";"0601";"ESCUELA 115";;"090345";"641845";"ROTARY CLUB";;"  50.0";;;"  0185";;;;;;"  6";;;"1002033.54";" 355744.94";18/1/1994 0:00:00
"AN5538016R";"7443";"0601";"RIO CHIMIRE";;"090450";"641525";;;;;;"  0972";;;;;;;;;"1004008.63";" 361858.84";18/1/1994 0:00:00
"AN5538002A";"7343";"0601";"HTO LAS FLORES";;"090900";"641525";"SUC AMBALES";"0769";"  70.0";;;"  0185";"  1";;;;;"  6";;;"1011688.12";" 361885.53";18/1/1994 0:00:00
"AN5538003A";"7343";"0601";"BARBONERO";;"090820";"641140";"LA COMUNIDAD";"0576";"  82.0";;;"  0877";"  1";;;;;;;;"1010436.06";" 368750.01";18/1/1994 0:00:00
"AN5538004A";"7343";"0601";"FDO STA INES";;"090450";"641905";"ALMEIDA RUBEN";;"  80.0";;"  31.30";"  0185";;;;;;;;;"1004032.46";" 355141.48";18/1/1994 0:00:00
